input_current,input_t-1,input_t-2,input_t-3,position_t-1,velocity_t-1,position_t-2,velocity_t-2,position_t-3,velocity_t-3,position_target,velocity_target
-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,-0.36186238969243023,-0.5118188142343074,-0.13902713935482636,-0.21604874214164776,-0.20284979726121044,0.22032990585387197,0.22455092083675443,-0.22263264256627385
-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,0.22455092083675443,-0.22263264256627385,-0.36186238969243023,-0.5118188142343074,-0.13902713935482636,-0.21604874214164776,0.2542650531079499,-0.2738034456841721
-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,0.2542650531079499,-0.2738034456841721,0.22455092083675443,-0.22263264256627385,-0.36186238969243023,-0.5118188142343074,-0.12940530497651387,-0.42481570241760735
-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,-0.12940530497651387,-0.42481570241760735,0.2542650531079499,-0.2738034456841721,0.22455092083675443,-0.22263264256627385,0.21012790901336814,0.060105676284930645
-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,0.21012790901336814,0.060105676284930645,-0.12940530497651387,-0.42481570241760735,0.2542650531079499,-0.2738034456841721,0.05344607935702596,0.017970940389195167
-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,0.05344607935702596,0.017970940389195167,0.21012790901336814,0.060105676284930645,-0.12940530497651387,-0.42481570241760735,-0.4183618763664222,-0.2237441832945577
-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,-0.4183618763664222,-0.2237441832945577,0.05344607935702596,0.017970940389195167,0.21012790901336814,0.060105676284930645,-0.09475682913036823,-0.5915403905231151
-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,-0.09475682913036823,-0.5915403905231151,-0.4183618763664222,-0.2237441832945577,0.05344607935702596,0.017970940389195167,0.15644347152309238,-0.02516285717085115
-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,0.15644347152309238,-0.02516285717085115,-0.09475682913036823,-0.5915403905231151,-0.4183618763664222,-0.2237441832945577,0.08838582070042095,-0.2966601444129425
-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,0.08838582070042095,-0.2966601444129425,0.15644347152309238,-0.02516285717085115,-0.09475682913036823,-0.5915403905231151,-0.23332733738891054,-0.19141371243896566
-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,-0.23332733738891054,-0.19141371243896566,0.08838582070042095,-0.2966601444129425,0.15644347152309238,-0.02516285717085115,-0.18965189853611703,-0.33166790508071153
-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,-0.18965189853611703,-0.33166790508071153,-0.23332733738891054,-0.19141371243896566,0.08838582070042095,-0.2966601444129425,0.13488080889744167,0.10379841902960518
-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,0.13488080889744167,0.10379841902960518,-0.18965189853611703,-0.33166790508071153,-0.23332733738891054,-0.19141371243896566,0.3423736315364344,-0.477536016129826
-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,0.3423736315364344,-0.477536016129826,0.13488080889744167,0.10379841902960518,-0.18965189853611703,-0.33166790508071153,-0.03267320820539636,-0.32238279561760275
-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,-0.03267320820539636,-0.32238279561760275,0.3423736315364344,-0.477536016129826,0.13488080889744167,0.10379841902960518,0.010397263599208943,-0.3227642301100626
-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,0.010397263599208943,-0.3227642301100626,-0.03267320820539636,-0.32238279561760275,0.3423736315364344,-0.477536016129826,0.4534037013979869,-0.3071631351412168
-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,0.4534037013979869,-0.3071631351412168,0.010397263599208943,-0.3227642301100626,-0.03267320820539636,-0.32238279561760275,-0.426401686391444,-0.1947808483999615
-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,-0.426401686391444,-0.1947808483999615,0.4534037013979869,-0.3071631351412168,0.010397263599208943,-0.3227642301100626,-0.07527547685852254,-0.4982995752385249
-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,-0.07527547685852254,-0.4982995752385249,-0.426401686391444,-0.1947808483999615,0.4534037013979869,-0.3071631351412168,-0.38962698526104284,-0.2960309865312964
-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,-0.38962698526104284,-0.2960309865312964,-0.07527547685852254,-0.4982995752385249,-0.426401686391444,-0.1947808483999615,0.21443181866730057,-0.3784892522854776
-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,0.21443181866730057,-0.3784892522854776,-0.38962698526104284,-0.2960309865312964,-0.07527547685852254,-0.4982995752385249,0.06941539313190115,-0.28996046716053514
-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,0.06941539313190115,-0.28996046716053514,0.21443181866730057,-0.3784892522854776,-0.38962698526104284,-0.2960309865312964,-0.029596686658700532,-0.31428107387502674
-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,-0.029596686658700532,-0.31428107387502674,0.06941539313190115,-0.28996046716053514,0.21443181866730057,-0.3784892522854776,0.2215479943506018,-0.4392451993019811
-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,0.2215479943506018,-0.4392451993019811,-0.029596686658700532,-0.31428107387502674,0.06941539313190115,-0.28996046716053514,0.14004491093782778,-0.5202879656788824
-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,-2.0473313800614887,0.14004491093782778,-0.5202879656788824,0.2215479943506018,-0.4392451993019811,-0.029596686658700532,-0.31428107387502674,-0.0064238347124288275,-0.6593886747653444
